drift_event_id,control_name,control_type,baseline_value,current_value,change_type,severity,operator_name,operator_email,approver_name,approver_email,change_date,change_reason,status,compliance_impact,is_approved_change,is_ci_cd_change,is_emergency_change,security_rule_score,rule_risk_level,recommended_remediation_commands,ml_risk_score,predicted_risk_level,ml_confidence,anomaly_score,anomaly_flag,anomaly_confidence,priority_score,priority_level,priority_reason,event_type,source,event_id,actor,approver,metadata
DRF00611,Control-10,DLP,enabled=True,enabled=False,Modify,High,Larry Xu,larry.xu@company.com,Kenneth Young,kenneth.young@company.com,2025-08-23 00:40:00,Performance Tuning,Mitigated,NONE,0,0,0,0,LOW,[],55.35,MEDIUM,52.96,-0.0161,True,100.0,34.37,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00596,Control-98,Endpoint,enabled=True,enabled=True,Disable,Critical,Charles Meyer,charles.meyer@company.com,Raja Reddy,raja.reddy@company.com,2025-08-23 10:41:00,Policy Change,Drifted,NONE,0,0,0,87,HIGH,['re-enable endpoint protection for the device and initiate a full malware scan'],90.23,CRITICAL,76.59,0.0281,False,44.35,81.73,HIGH,Critical unresolved drift floor applied,,,,,,
DRF00827,Control-29,Cloud_Security,enabled=False,enabled=True,Update,Critical,Vikram Miller,vikram.miller@company.com,Vikram Weber,vikram.weber@company.com,2025-08-24 23:32:00,Performance Tuning,Drifted,NIST,1,0,0,0,LOW,[],79.35,CRITICAL,46.08,-0.0036,True,96.04,78.0,HIGH,Critical unresolved drift floor applied,,,,,,
DRF00691,Control-33,Endpoint,enabled=False,enabled=False,Disable,Critical,Vikram Moore,vikram.moore@company.com,Jason Martinez,jason.martinez@company.com,2025-08-25 01:02:00,Emergency Fix,Drifted,PCI,0,0,1,87,HIGH,['re-enable endpoint protection for the device and initiate a full malware scan'],89.56,CRITICAL,73.67,-0.0051,True,98.44,89.61,CRITICAL,Critical unresolved drift floor applied,,,,,,
DRF00736,Control-17,Logging,enabled=False,enabled=True,Modify,High,Richard Burke,richard.burke@company.com,David Davis,david.davis@company.com,2025-08-25 02:37:00,Performance Tuning,Compliant,GDPR,0,0,0,0,LOW,[],48.79,MEDIUM,49.31,-0.0123,True,100.0,32.08,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00766,Control-85,Vulnerability,enabled=False,enabled=True,Disable,Medium,Kenneth He,kenneth.he@company.com,Amitabh Lee,amitabh.lee@company.com,2025-08-25 13:41:00,Performance Tuning,Drifted,NONE,0,0,0,0,LOW,[],66.77,HIGH,49.2,0.0375,False,29.18,27.75,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00595,Control-25,Data_Protection,enabled=False,enabled=False,Modify,High,Fatima White,fatima.white@company.com,David Harris,david.harris@company.com,2025-08-25 18:36:00,Performance Tuning,Drifted,PCI,0,0,0,0,LOW,[],72.05,HIGH,56.78,0.0213,False,55.56,33.55,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00765,Control-47,Logging,enabled=True,enabled=False,Modify,Low,Raja Harris,raja.harris@company.com,Meera Quinn,meera.quinn@company.com,2025-08-25 18:53:00,Policy Change,Remediated,NIST,0,0,0,0,LOW,[],25.44,LOW,71.49,0.0307,False,40.2,14.93,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00921,Control-77,Encryption,enabled=True,enabled=True,Rollback,Medium,Matthew Patel,matthew.patel@company.com,Kenneth Jackson,kenneth.jackson@company.com,2025-08-26 03:15:00,Emergency Fix,Drifted,CIS,0,0,1,0,LOW,[],58.35,MEDIUM,45.88,0.0088,False,75.84,31.8,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00752,Control-3,DLP,enabled=True,enabled=False,Modify,Low,Sanjana Lopez,sanjana.lopez@company.com,Daniel Lewis,daniel.lewis@company.com,2025-08-26 05:05:00,Security Update,Mitigated,CIS,1,0,0,0,LOW,[],38.21,MEDIUM,60.21,0.0154,False,65.14,23.14,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00557,Control-13,Access_Control,enabled=False,enabled=False,Remove,High,Nicholas Perez,nicholas.perez@company.com,Vikram Rao,vikram.rao@company.com,2025-08-26 06:11:00,Policy Change,Drifted,NONE,0,0,0,0,LOW,[],79.12,HIGH,42.64,0.0301,False,41.19,33.87,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00871,Control-22,Firewall,enabled=True,enabled=True,Enable,Medium,Brian Reilly,brian.reilly@company.com,Harsh Menon,harsh.menon@company.com,2025-08-26 13:10:00,Emergency Fix,Drifted,ISO,0,0,1,0,LOW,[],45.35,MEDIUM,71.51,0.0286,False,43.61,22.41,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00701,Control-30,Vulnerability,enabled=True,enabled=False,Remove,Critical,Elena Reilly,elena.reilly@company.com,Thomas Menon,thomas.menon@company.com,2025-08-26 13:24:00,Security Update,Under_Review,CIS,1,0,0,0,LOW,[],78.41,HIGH,59.1,0.0451,False,16.73,29.95,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00742,Control-38,Data_Protection,enabled=True,enabled=True,Remove,Critical,Harsh Martin,harsh.martin@company.com,Karan Verma,karan.verma@company.com,2025-08-26 22:02:00,Emergency Fix,Under_Review,NONE,0,0,1,0,LOW,[],88.15,CRITICAL,68.51,0.0009,False,88.8,44.17,MEDIUM,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00598,Control-75,Vulnerability,enabled=False,enabled=False,Modify,High,Zainab He,zainab.he@company.com,Aisha Nair,aisha.nair@company.com,2025-08-27 13:49:00,Policy Change,Drifted,NONE,0,0,0,0,LOW,[],67.7,HIGH,65.18,0.0535,False,3.01,24.15,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00621,Control-65,Data_Protection,enabled=False,enabled=False,Disable,Low,Jacob Sun,jacob.sun@company.com,Leila Becker,leila.becker@company.com,2025-08-27 13:58:00,Performance Tuning,Drifted,GDPR,0,0,0,0,LOW,[],69.52,HIGH,54.22,0.0425,False,20.9,27.47,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00524,Control-78,Access_Control,enabled=False,enabled=True,Modify,High,Charles Li,charles.li@company.com,Arjun Lopez,arjun.lopez@company.com,2025-08-28 04:55:00,Emergency Fix,Compliant,NIST,0,0,1,0,LOW,[],49.01,MEDIUM,53.32,0.0163,False,63.68,26.71,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00961,Control-88,DLP,enabled=False,enabled=True,Disable,Medium,Michael Liu,michael.liu@company.com,Stephen White,stephen.white@company.com,2025-08-28 06:26:00,Performance Tuning,Under_Review,NONE,0,0,0,86,HIGH,['restore DLP policy from policy-as-code and redeploy to sensitive data repositories'],60.82,MEDIUM,39.76,0.019,False,59.26,73.18,HIGH,Unresolved medium-severity review floor applied,,,,,,
DRF00897,Control-36,Firewall,enabled=False,enabled=False,Enable,Critical,Christopher Patel,christopher.patel@company.com,Nicholas Sullivan,nicholas.sullivan@company.com,2025-08-29 13:57:00,Security Update,Remediated,GDPR,1,0,0,0,LOW,[],40.1,MEDIUM,52.15,0.0391,False,26.44,18.0,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00570,Control-52,Firewall,enabled=True,enabled=True,Remove,Critical,Meera Muller,meera.muller@company.com,Aditya Johnson,aditya.johnson@company.com,2025-08-30 13:46:00,Policy Change,Under_Review,ISO,0,0,0,0,LOW,[],93.12,CRITICAL,84.17,0.0249,False,49.7,40.05,MEDIUM,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00753,Control-21,Vulnerability,enabled=False,enabled=True,Rollback,Info,Amitabh Yang,amitabh.yang@company.com,Andrew Ramirez,andrew.ramirez@company.com,2025-08-30 20:40:00,Performance Tuning,Compliant,ISO,0,0,0,0,LOW,[],26.95,LOW,66.88,-0.0181,True,100.0,24.43,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00547,Control-53,Cloud_Security,enabled=True,enabled=False,Remove,Low,Charles Young,charles.young@company.com,Nicholas Han,nicholas.han@company.com,2025-09-02 07:38:00,Performance Tuning,Compliant,NIST,0,0,0,88,HIGH,['restore cloud guardrail policy in policy-as-code and redeploy the policy template'],39.84,MEDIUM,41.98,0.0364,False,30.97,62.59,MEDIUM,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00845,Control-87,Vulnerability,enabled=False,enabled=False,Remove,Medium,James Wang,james.wang@company.com,Maria Ramirez,maria.ramirez@company.com,2025-09-02 19:05:00,Troubleshooting,Under_Review,PCI,0,0,0,0,LOW,[],61.95,MEDIUM,44.01,0.0171,False,62.32,42.0,MEDIUM,Unresolved medium-severity review floor applied,,,,,,
DRF00770,Control-41,Endpoint,enabled=True,enabled=True,Remove,Low,Anjali Thompson,anjali.thompson@company.com,Timothy Davis,timothy.davis@company.com,2025-09-03 05:56:00,Troubleshooting,Compliant,ISO,0,0,0,87,HIGH,['re-enable endpoint protection for the device and initiate a full malware scan'],40.06,MEDIUM,52.12,0.0108,False,72.62,68.41,HIGH,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00594,Control-60,Cloud_Security,enabled=True,enabled=False,Rollback,Low,Raja Sullivan,raja.sullivan@company.com,Andrew Lee,andrew.lee@company.com,2025-09-03 11:30:00,Security Update,Remediated,CIS,1,0,0,0,LOW,[],21.18,LOW,82.65,0.0452,False,16.57,9.9,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00744,Control-64,Cloud_Security,enabled=False,enabled=False,Update,Critical,Rajesh Miller,rajesh.miller@company.com,Eric Rodriguez,eric.rodriguez@company.com,2025-09-05 19:52:00,Troubleshooting,Compliant,NONE,1,0,0,0,LOW,[],44.57,MEDIUM,61.9,0.0256,False,48.42,22.86,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00588,Control-3,Network_Segmentation,enabled=True,enabled=False,Modify,Critical,Charles Patel,charles.patel@company.com,Mark Hernandez,mark.hernandez@company.com,2025-09-06 03:32:00,Performance Tuning,Under_Review,PCI,0,0,0,0,LOW,[],81.72,CRITICAL,48.51,-0.0186,True,100.0,43.6,MEDIUM,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00737,Control-60,Logging,enabled=False,enabled=False,Remove,High,Riya Das,riya.das@company.com,Mark Ramirez,mark.ramirez@company.com,2025-09-06 13:49:00,Security Update,Remediated,NIST,1,0,0,97,CRITICAL,"['aws logs put-retention-policy --log-group-name <group> --retention-in-days 365', 'az monitor diagnostic-settings create --name <setting> --resource <resource-id>']",65.69,HIGH,36.78,0.0128,False,69.36,92.0,CRITICAL,Mandatory priority floor applied for Audit Logging Disabled,,,,,,
DRF00601,Control-1,Endpoint,enabled=False,enabled=False,Update,Low,Gary He,gary.he@company.com,Stephen Xu,stephen.xu@company.com,2025-09-06 13:57:00,Policy Change,Remediated,ISO,0,0,0,0,LOW,[],21.15,LOW,82.1,0.0104,False,73.19,18.38,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00712,Control-91,Network_Segmentation,enabled=False,enabled=True,Disable,Low,Paul Hernandez,paul.hernandez@company.com,Jacob Reilly,jacob.reilly@company.com,2025-09-06 19:53:00,Troubleshooting,Remediated,NIST,0,0,0,0,LOW,[],44.03,MEDIUM,54.27,0.0107,False,72.84,26.34,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00900,Control-40,Endpoint,enabled=False,enabled=True,Disable,Low,Matthew Perez,matthew.perez@company.com,Richard Schmidt,richard.schmidt@company.com,2025-09-07 09:25:00,Emergency Fix,Drifted,NIST,0,0,1,87,HIGH,['re-enable endpoint protection for the device and initiate a full malware scan'],71.22,HIGH,49.05,0.0096,False,74.58,79.61,HIGH,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00536,Control-77,Access_Control,enabled=False,enabled=False,Enable,Medium,Elena Perez,elena.perez@company.com,George Gupta,george.gupta@company.com,2025-09-07 11:41:00,Policy Change,Drifted,PCI,0,0,0,0,LOW,[],50.66,MEDIUM,63.42,0.0186,False,59.91,26.72,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00751,Control-53,Firewall,enabled=False,enabled=False,Update,Medium,Yuki Schmidt,yuki.schmidt@company.com,Anthony Choi,anthony.choi@company.com,2025-09-08 01:35:00,Security Update,Compliant,GDPR,1,0,0,0,LOW,[],28.61,LOW,64.97,0.0181,False,60.73,19.12,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00665,Control-48,Vulnerability,enabled=False,enabled=True,Update,Medium,Amitabh White,amitabh.white@company.com,Priya O'Brien,priya.o'brien@company.com,2025-09-08 07:41:00,Policy Change,Under_Review,GDPR,0,0,0,0,LOW,[],47.26,MEDIUM,76.9,0.0503,False,8.25,42.0,MEDIUM,Unresolved medium-severity review floor applied,,,,,,
DRF00704,Control-25,Data_Protection,enabled=True,enabled=True,Enable,Critical,Andrew Das,andrew.das@company.com,George O'Brien,george.o'brien@company.com,2025-09-08 21:38:00,Performance Tuning,Remediated,NIST,0,0,0,0,LOW,[],47.6,MEDIUM,59.17,0.0099,False,74.1,27.77,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00758,Control-11,Network_Segmentation,enabled=True,enabled=True,Disable,High,Akshay Muller,akshay.muller@company.com,Stephen Martin,stephen.martin@company.com,2025-09-09 01:01:00,Security Update,Compliant,NONE,1,0,0,0,LOW,[],52.39,HIGH,37.07,0.0118,False,70.93,28.98,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00546,Control-16,Vulnerability,enabled=False,enabled=True,Rollback,Critical,Akshay Lim,akshay.lim@company.com,Eric Patel,eric.patel@company.com,2025-09-09 03:51:00,Performance Tuning,Under_Review,ISO,0,0,0,0,LOW,[],68.18,HIGH,68.21,0.0055,False,81.27,36.05,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00968,Control-42,Data_Protection,enabled=True,enabled=False,Enable,Low,Amara Gupta,amara.gupta@company.com,Richard Muller,richard.muller@company.com,2025-09-09 08:35:00,Policy Change,Remediated,NIST,0,0,0,0,LOW,[],20.7,LOW,82.4,0.0371,False,29.74,11.71,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00666,Control-21,Vulnerability,enabled=False,enabled=False,Rollback,High,Joseph Brown,joseph.brown@company.com,Andrew Menon,andrew.menon@company.com,2025-09-09 14:38:00,Security Update,Drifted,GDPR,1,0,0,0,LOW,[],66.08,HIGH,66.2,0.0429,False,20.33,26.18,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00811,Control-70,Encryption,enabled=True,enabled=False,Modify,Low,Amitabh Singh,amitabh.singh@company.com,Steven Sullivan,steven.sullivan@company.com,2025-09-10 18:02:00,Policy Change,Under_Review,ISO,0,0,0,98,CRITICAL,"['aws kms enable-key-rotation --key-id <key-id>', 'gcloud kms keys update <key-name> --protection-level=hsm']",45.22,MEDIUM,71.46,0.0186,False,59.95,93.0,CRITICAL,Mandatory priority floor applied for Encryption Downgrade,,,,,,
DRF00912,Control-10,Network_Segmentation,enabled=True,enabled=False,Update,Low,Sofia Becker,sofia.becker@company.com,Kenneth Wang,kenneth.wang@company.com,2025-09-10 19:37:00,Emergency Fix,Remediated,ISO,0,0,1,0,LOW,[],20.07,LOW,86.32,0.031,False,39.75,12.99,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00839,Control-4,Cloud_Security,enabled=False,enabled=False,Enable,Info,Vikram Meyer,vikram.meyer@company.com,James Sanchez,james.sanchez@company.com,2025-09-11 01:31:00,Troubleshooting,Remediated,CIS,0,0,0,0,LOW,[],22.46,LOW,79.37,0.0081,False,77.0,19.41,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00793,Control-70,Encryption,enabled=True,enabled=False,Disable,Medium,Ronald Jackson,ronald.jackson@company.com,Akshay White,akshay.white@company.com,2025-09-11 02:08:00,Security Update,Mitigated,ISO,1,0,0,98,CRITICAL,"['aws kms enable-key-rotation --key-id <key-id>', 'gcloud kms keys update <key-name> --protection-level=hsm']",66.25,HIGH,54.09,-0.0014,True,92.43,93.0,CRITICAL,Mandatory priority floor applied for Encryption Downgrade,,,,,,
DRF00762,Control-30,Firewall,enabled=False,enabled=False,Modify,Low,Aditya Schmidt,aditya.schmidt@company.com,Rajesh Wilson,rajesh.wilson@company.com,2025-09-11 16:00:00,Security Update,Mitigated,ISO,1,0,0,0,LOW,[],38.7,MEDIUM,61.52,0.039,False,26.71,17.55,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00940,Control-13,Cloud_Security,enabled=True,enabled=True,Rollback,Critical,Vikram Ramirez,vikram.ramirez@company.com,Kenneth Williams,kenneth.williams@company.com,2025-09-12 01:17:00,Security Update,Remediated,PCI,1,0,0,0,LOW,[],51.72,MEDIUM,54.09,0.0064,False,79.75,30.06,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00627,Control-25,Access_Control,enabled=False,enabled=True,Disable,High,Kevin Young,kevin.young@company.com,Diya Williams,diya.williams@company.com,2025-09-12 09:55:00,Emergency Fix,Remediated,PCI,0,0,1,0,LOW,[],74.22,HIGH,64.32,0.0325,False,37.31,31.57,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00812,Control-11,Encryption,enabled=False,enabled=True,Modify,Critical,Nisha Lewis,nisha.lewis@company.com,Nikhil Rodriguez,nikhil.rodriguez@company.com,2025-09-12 10:12:00,Policy Change,Compliant,NIST,0,0,0,98,CRITICAL,"['aws kms enable-key-rotation --key-id <key-id>', 'gcloud kms keys update <key-name> --protection-level=hsm']",61.31,HIGH,59.19,0.038,False,28.22,93.0,CRITICAL,Mandatory priority floor applied for Encryption Downgrade,,,,,,
DRF00817,Control-23,Vulnerability,enabled=False,enabled=False,Update,Critical,Xiulan Sun,xiulan.sun@company.com,Priya Martinez,priya.martinez@company.com,2025-09-12 17:09:00,Troubleshooting,Under_Review,NIST,0,0,0,0,LOW,[],65.55,HIGH,61.47,0.034,False,34.83,28.17,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00564,Control-16,Cloud_Security,enabled=True,enabled=False,Rollback,Critical,Charles Moore,charles.moore@company.com,Kenneth Li,kenneth.li@company.com,2025-09-13 07:53:00,Policy Change,Compliant,GDPR,0,0,0,0,LOW,[],61.42,HIGH,57.38,0.0369,False,30.06,26.01,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00987,Control-86,Endpoint,enabled=False,enabled=False,Rollback,Low,Nikhil Lee,nikhil.lee@company.com,Matthew Brown,matthew.brown@company.com,2025-09-14 03:05:00,Troubleshooting,Drifted,GDPR,0,0,0,0,LOW,[],49.07,MEDIUM,63.39,-0.0055,True,99.14,32.05,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00800,Control-79,Logging,enabled=False,enabled=False,Enable,Info,Anjali Sullivan,anjali.sullivan@company.com,Karan Murphy,karan.murphy@company.com,2025-09-15 00:03:00,Troubleshooting,Mitigated,PCI,0,0,0,0,LOW,[],24.73,LOW,70.57,-0.0096,True,100.0,23.66,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00636,Control-84,Data_Protection,enabled=True,enabled=False,Modify,Medium,William Gonzalez,william.gonzalez@company.com,Elena Murphy,elena.murphy@company.com,2025-09-15 01:16:00,Security Update,Remediated,NIST,1,0,0,0,LOW,[],40.29,LOW,41.49,0.0089,False,75.63,25.45,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00624,Control-97,Logging,enabled=True,enabled=True,Disable,Low,Steven Brown,steven.brown@company.com,Elena Rodriguez,elena.rodriguez@company.com,2025-09-19 11:25:00,Policy Change,Compliant,ISO,0,0,0,97,CRITICAL,"['aws logs put-retention-policy --log-group-name <group> --retention-in-days 365', 'az monitor diagnostic-settings create --name <setting> --resource <resource-id>']",47.29,MEDIUM,53.53,0.0417,False,22.21,92.0,CRITICAL,Mandatory priority floor applied for Audit Logging Disabled,,,,,,
DRF00916,Control-62,Logging,enabled=True,enabled=False,Enable,Low,Zainab Park,zainab.park@company.com,Kenneth Muller,kenneth.muller@company.com,2025-09-20 05:30:00,Troubleshooting,Remediated,NONE,0,0,0,0,LOW,[],21.1,LOW,83.04,0.0037,False,84.24,20.02,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00782,Control-39,Firewall,enabled=True,enabled=True,Update,High,Christopher Miller,christopher.miller@company.com,Richard Jackson,richard.jackson@company.com,2025-09-20 10:22:00,Troubleshooting,Remediated,PCI,0,0,0,0,LOW,[],46.67,MEDIUM,63.0,0.0342,False,34.54,21.52,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00680,Control-5,Encryption,enabled=True,enabled=True,Modify,High,Sofia Lopez,sofia.lopez@company.com,Riya Huang,riya.huang@company.com,2025-09-20 19:40:00,Security Update,Mitigated,CIS,1,0,0,0,LOW,[],64.62,HIGH,66.52,0.0091,False,75.34,33.92,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00519,Control-52,Firewall,enabled=True,enabled=True,Modify,Critical,Mark Lee,mark.lee@company.com,Elena Choi,elena.choi@company.com,2025-09-20 23:03:00,Performance Tuning,Remediated,ISO,0,0,0,0,LOW,[],67.83,HIGH,60.43,-0.0335,True,100.0,38.74,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00756,Control-54,Logging,enabled=True,enabled=False,Modify,Medium,Sophia Brown,sophia.brown@company.com,Stephen Lee,stephen.lee@company.com,2025-09-21 11:52:00,Performance Tuning,Drifted,PCI,0,0,0,0,LOW,[],64.15,HIGH,47.45,-0.002,True,93.41,36.46,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00688,Control-23,Firewall,enabled=False,enabled=False,Rollback,Critical,Richard Williams,richard.williams@company.com,George Clark,george.clark@company.com,2025-09-21 15:27:00,Troubleshooting,Under_Review,ISO,0,0,0,0,LOW,[],71.1,HIGH,64.47,0.0202,False,57.28,33.48,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
